year,school,Overall_W,Overall_SRS,made_it
1997,Nebraska,18,9.7,0
1997,Nevada-Las Vegas,22,7.73,0
1997,Nevada,21,3.72,0
1997,New Hampshire,7,-13.53,0
1997,New Mexico State,19,7.14,0
1997,New Mexico,25,14.67,1
1997,New Orleans,22,4.74,0
1997,Niagara,11,-7.85,0
1997,Nicholls State,10,-13.06,0
1997,North Carolina-Asheville,18,-7.11,0
1997,North Carolina A&T,15,-9.63,0
1997,North Carolina-Greensboro,10,-9.74,0
1997,North Carolina State,17,14.26,0
1997,North Carolina-Wilmington,16,-1.84,0
1997,North Carolina,28,22.8,1
1997,North Texas,10,-5.74,0
1997,Northeastern Illinois,16,-4.58,0
1997,Northeastern,7,-12.22,0
1997,Northern Arizona,21,1.87,0
1997,Northern Illinois,12,-4.86,0
1997,Northern Iowa,16,5.8,0
1997,Northwestern State,13,-10.82,0
1997,Northwestern,7,0.46,0
1997,Notre Dame,16,9.43,0
1997,Ohio State,10,8.4,0
1997,Ohio,17,4.12,0
1997,Oklahoma State,17,6.95,0
1997,Oklahoma,19,13.96,1
1997,Old Dominion,22,3.73,1
1997,Oral Roberts,21,7.46,0
1997,Oregon State,7,2.09,0
1997,Oregon,17,13.55,0
1997,Pacific,24,8.68,1
1997,Penn State,10,3.75,0
1997,Pennsylvania,12,-2.81,0
1997,Pepperdine,6,-5.79,0
1997,Pittsburgh,18,9.18,0
1997,Portland,9,-6.61,0
1997,Prairie View,10,-21.95,0
1997,Princeton,24,7.18,1
1997,Providence,24,14.18,1
1997,Purdue,18,12.24,1
1997,Radford,15,-8.83,0
1997,Rhode Island,20,16.5,1
1997,Rice,12,2.03,0
1997,Richmond,13,-0.3,0
1997,Rider,14,-6.25,0
1997,Robert Morris,4,-15.34,0
1997,Rutgers,11,2.68,0
1997,Sacramento State,3,-20.69,0
1997,Saint Francis (PA),12,-8.11,0
1997,Saint Joseph's,26,12.96,1
1997,Saint Louis,11,-0.55,0
1997,Saint Mary's (CA),23,3.21,1
1997,Saint Peter's,13,-7.34,0
1997,Sam Houston State,8,-15.52,0
1997,Samford,19,-11.31,0
1997,San Diego State,12,-2.13,0
1997,San Diego,17,2.82,0
1997,San Francisco,16,-0.21,0
1997,San Jose State,13,-0.35,0
1997,Santa Clara,16,3.27,0
1997,Seton Hall,10,3.87,0
1997,Siena,9,-8.54,0
1997,South Alabama,23,4.03,1
1997,South Carolina State,14,-11.6,0
1997,South Carolina,24,14.39,1
1997,South Florida,8,-3.96,0
1997,Southeast Missouri State,12,-10.05,0
1997,Southeastern Louisiana,10,-19.29,0
1997,Southern California,17,13.38,1
1997,Southern Illinois,13,2.81,0
1997,Southern Methodist,16,2.4,0
1997,Southern Mississippi,12,0.25,0
1997,Southern Utah,9,-8.03,0
1997,Southern,10,-18.56,0
1997,St. Bonaventure,14,5.29,0
1997,St. Francis (NY),13,-13.31,0
1997,St. John's (NY),13,8.38,0
1997,Stanford,22,19.73,1
1997,Stephen F. Austin,12,-14,0
1997,Stetson,9,-15.06,0
1997,Syracuse,19,12.88,0
1997,Temple,20,14.68,1
1997,Tennessee-Martin,11,-10.6,0
1997,Tennessee State,9,-11.55,0
1997,Tennessee Tech,15,-8.27,0
1997,Tennessee,11,1.85,0
1997,Texas A&M,9,2.43,0
1997,Texas-Arlington,12,-15.3,0
1997,Texas Christian,22,10.34,0
1997,Texas-El Paso,13,2.43,0
1997,Texas-Rio Grande Valley,3,-17.33,0
1997,Texas-San Antonio,9,-14.48,0
1997,Texas Southern,12,-15.27,0
1997,Texas State,16,-7.55,1
1997,Texas Tech,19,12.51,0
1997,Texas,18,12.33,1
1997,Toledo,13,-0.03,0
1997,Towson,9,-7.51,0
1997,Troy,16,-9.07,0
1997,Tulane,20,7.97,0
1997,Tulsa,24,14.99,1
1997,UCLA,24,16.48,1
1997,Utah State,20,4.25,0
1997,Utah,29,17.56,1
1997,Valparaiso,24,3.71,1
1997,Vanderbilt,19,11.47,1
1997,Vermont,14,-8.86,0
1997,Villanova,24,16.64,1
1997,Virginia Commonwealth,14,2.03,0
1997,VMI,12,-11.41,0
1997,Virginia Tech,15,6.4,0
1997,Virginia,18,14.09,1
1997,Wagner,10,-11.17,0
1997,Wake Forest,24,21.21,1
1997,Washington State,13,8.06,0
1997,Washington,17,10.64,0
1997,Weber State,15,-3.65,0
1997,West Virginia,21,14.47,0
1997,Western Carolina,14,-11.07,0
1997,Western Illinois,19,-1.3,0
1997,Western Kentucky,12,-4.66,0
1997,Western Michigan,14,-0.4,0
1997,Wichita State,14,5.88,0
1997,William & Mary,12,-3.6,0
1997,Winthrop,12,-15.05,0
1997,Wisconsin,18,13.2,1
1997,Wofford,7,-15.4,0
1997,Wright State,7,-6.83,0
1997,Wyoming,12,2.13,0
1997,Xavier,23,16.14,1
1997,Yale,10,-11.38,0
1997,Youngstown State,9,-10.49,0
1998,Air Force,10,-5.51,0
1998,Akron,17,5.57,0
1998,Alabama-Birmingham,21,6.92,0
1998,Alabama State,11,-16.78,0
1998,Alabama,15,7.73,0
1998,Alcorn State,12,-12.51,0
1998,American,9,-4.91,0
1998,Appalachian State,21,-3.08,0
1998,Arizona State,18,7.94,0
1998,Arizona,30,24.58,1
1998,Little Rock,15,-5.4,0
1998,Arkansas State,20,1.2,0
1998,Arkansas,24,16.16,1
1998,Army,8,-20.37,0
1998,Auburn,16,7.45,0
1998,Austin Peay,17,-4.73,0
1998,Ball State,21,7.46,0
1998,Baylor,14,3.17,0
1998,Bethune-Cookman,1,-27.35,0
1998,Boise State,17,2.47,0
1998,Boston College,15,5.14,0
1998,Boston University,19,-0.02,0
1998,Bowling Green State,10,-3.2,0
1998,Bradley,15,4.22,0
1998,Brigham Young,9,-0.16,0
1998,Brown,6,-17.25,0
1998,Bucknell,13,-6.81,0
1998,Buffalo,15,-6.2,0
1998,Butler,22,4.86,1
1998,Cal Poly,14,-7.95,0
1998,Cal State Fullerton,12,-3.52,0
1998,Cal State Northridge,12,-1.35,0
1998,UC-Irvine,9,-7.87,0
1998,UC-Santa Barbara,7,-7.58,0
1998,University of California,12,8.37,0
1998,Campbell,10,-18.24,0
1998,Canisius,13,-3.07,0
1998,Centenary (LA),10,-12.16,0
1998,Central Connecticut State,4,-17.57,0
1998,Central Florida,17,-5.1,0
1998,Central Michigan,5,-11.57,0
1998,Charleston Southern,5,-20.41,0
1998,Charlotte,20,12.21,1
1998,Chattanooga,13,-8.7,0
1998,Chicago State,2,-25.22,0
1998,Cincinnati,27,17.85,1
1998,Citadel,15,-8.52,0
1998,Clemson,18,17.18,1
1998,Cleveland State,12,-2.63,0
1998,Coastal Carolina,8,-19.43,0
1998,Colgate,10,-9.73,0
1998,College of Charleston,24,4.44,1
1998,Colorado State,20,6.14,0
1998,Colorado,13,2.13,0
1998,Columbia,11,-13.45,0
1998,Connecticut,32,20.68,1
1998,Coppin State,21,-2.42,0
1998,Cornell,9,-11.64,0
1998,Creighton,18,6.27,0
1998,Dartmouth,7,-15.61,0
1998,Davidson,20,-0.71,1
1998,Dayton,21,8.8,0
1998,Delaware State,9,-22.44,0
1998,Delaware,20,-1.92,1
1998,DePaul,7,-2.43,0
1998,Detroit Mercy,25,9.86,1
1998,Drake,3,-14.07,0
1998,Drexel,13,-3.77,0
1998,Duke,32,29.56,1
1998,Duquesne,11,-0.57,0
1998,East Carolina,10,-3.34,0
1998,East Tennessee State,11,-11.56,0
1998,Eastern Illinois,16,-4.9,0
1998,Eastern Kentucky,10,-11.11,0
1998,Eastern Michigan,20,6.7,1
1998,Eastern Washington,16,-6.17,0
1998,Evansville,15,1.7,0
1998,Fairfield,12,-2.85,0
1998,Fairleigh Dickinson,23,2.9,1
1998,Florida A&M,11,-16.11,0
1998,Florida Atlantic,5,-19.26,0
1998,Florida International,21,2.54,0
1998,Florida State,18,12.92,1
1998,Florida,14,8.97,0
1998,Fordham,6,-3.38,0
1998,Fresno State,21,9.17,0
1998,Furman,9,-15.15,0
1998,George Mason,9,-6.24,0
1998,George Washington,24,9.91,1
1998,Georgetown,16,8.75,0
1998,Georgia Southern,10,-14.21,0
1998,Georgia State,16,-5.4,0
1998,Georgia Tech,19,12.83,0
1998,Georgia,20,13.11,0
1998,Gonzaga,24,10.65,0
1998,Grambling,16,-13.36,0
1998,Green Bay,17,3.93,0
1998,Hampton,14,-14.62,0
1998,Hartford,15,-4.64,0
1998,Harvard,13,-8.08,0
1998,Hawaii,21,11.1,0
1998,Hofstra,19,-1.79,0
1998,Holy Cross,7,-16.58,0
1998,Houston,9,-7.22,0
1998,Howard,8,-20.22,0
1998,Idaho State,6,-17.53,0
1998,Idaho,15,2.09,0
1998,Illinois-Chicago,22,9.2,1
1998,Illinois State,25,9.63,1
1998,Illinois,23,15.21,1
1998,Indiana State,16,3.45,0
1998,Indiana,20,14.18,1
1998,Iona,27,8.56,1
1998,Iowa State,12,0.75,0
1998,Iowa,20,17.24,0
1998,Jackson State,14,-8.59,0
1998,Jacksonville State,12,-16.85,0
1998,Jacksonville,8,-7.85,0
1998,James Madison,11,-4.99,0
1998,Kansas State,17,9.38,0
1998,Kansas,35,22.85,1
1998,Kent State,13,-3.76,0
1998,Kentucky,35,22.95,1
1998,La Salle,9,-3,0
1998,Lafayette,19,-4.41,0
1998,Lamar,15,-3.48,0
1998,Lehigh,10,-15.69,0
1998,Liberty,11,-14.67,0
1998,Long Beach State,10,-8.52,0
1998,Long Island University,21,2.6,0
1998,Louisiana,18,-0.32,0
1998,Louisiana-Monroe,13,-8.1,0
1998,Louisiana State,9,1.07,0
1998,Louisiana Tech,12,-1.42,0
1998,Louisville,12,7.9,0
1998,Loyola (IL),15,-5,0
1998,Loyola Marymount,7,-6.84,0
1998,Loyola (MD),12,-3.19,0
1998,Maine,7,-13.65,0
1998,Manhattan,12,-4.75,0
1998,Marist,11,-7.18,0
1998,Marquette,20,10.55,0
1998,Marshall,11,-2.97,0
1998,Maryland-Baltimore County,14,-10.96,0
1998,Maryland-Eastern Shore,9,-16.17,0
1998,Maryland,21,18.79,1
1998,Massachusetts,21,11.99,1
1998,McNeese State,7,-16.45,0
1998,Memphis,17,8.04,0
1998,Mercer,5,-19.22,0
1998,Miami (FL),18,10.87,1
1998,Miami (OH),17,3.62,0
1998,Michigan State,22,18.65,1
1998,Michigan,25,18.79,1
1998,Middle Tennessee,19,-1.76,0
1998,Milwaukee,3,-9.89,0
1998,Minnesota,20,11.93,0
1998,Mississippi State,15,7.75,0
1998,Mississippi Valley State,6,-16.97,0
1998,Mississippi,22,17.22,1
1998,Missouri-Kansas City,9,-11.17,0
1998,Missouri State,16,7.44,0
1998,Missouri,17,6.81,0
1998,Monmouth,4,-16.37,0
1998,Montana State,19,2.75,0
1998,Montana,16,-3.71,0
1998,Morehead State,3,-15.15,0
1998,Morgan State,12,-13.93,0
1998,Mount St. Mary's,13,-5,0
1998,Murray State,29,6.82,1
1998,Navy,19,-3.78,1
1998,Nebraska,20,8.7,1
1998,Nevada-Las Vegas,20,7.4,1
1998,Nevada,16,0.76,0
1998,New Hampshire,10,-10.28,0
1998,New Mexico State,18,3.74,0
1998,New Mexico,24,14.89,1
1998,New Orleans,15,-0.88,0
1998,Niagara,14,0.52,0
1998,Nicholls State,19,-5.35,1
1998,Norfolk State,6,-16.23,0
1998,North Carolina-Asheville,19,-4.22,0
1998,North Carolina A&T,8,-17.99,0
1998,North Carolina-Greensboro,9,-12.68,0
1998,North Carolina State,17,10.84,0
1998,North Carolina-Wilmington,20,0.41,0
1998,North Carolina,34,26.67,1
1998,North Texas,5,-9.91,0
1998,Northeastern Illinois,6,-21.26,0
1998,Northeastern,14,-6.59,0
1998,Northern Arizona,21,6.45,1
1998,Northern Illinois,10,-3.91,0
1998,Northern Iowa,10,-0.99,0
1998,Northwestern State,13,-10.07,0
1998,Northwestern,10,2.33,0
1998,Notre Dame,13,5.54,0
1998,Ohio State,8,1.82,0
1998,Ohio,5,-11.06,0
1998,Oklahoma State,22,14.29,1
1998,Oklahoma,22,9.4,1
1998,Old Dominion,12,-2.7,0
1998,Oral Roberts,19,0.35,0
1998,Oregon State,13,4.79,0
1998,Oregon,13,6.03,0
1998,Pacific,23,8.51,0
1998,Penn State,19,10.48,0
1998,Pennsylvania,17,-0.64,0
1998,Pepperdine,17,4.92,0
1998,Pittsburgh,11,2.66,0
1998,Portland,14,-3.26,0
1998,Prairie View,13,-17.13,1
1998,Princeton,27,11.55,1
1998,Providence,13,7.09,0
1998,Purdue,28,20.68,1
1998,Radford,20,-5.03,1
1998,Rhode Island,25,12.58,1
1998,Rice,6,-2.16,0
1998,Richmond,23,6.35,1
1998,Rider,18,1.27,0
1998,Robert Morris,8,-12.28,0
1998,Rutgers,14,9.47,0
1998,Sacramento State,1,-22.4,0
1998,Saint Francis (PA),17,-4.81,0
1998,Saint Joseph's,11,1.57,0
1998,Saint Louis,22,9.48,1
1998,Saint Mary's (CA),11,-2.55,0
1998,Saint Peter's,8,-6.18,0
1998,Sam Houston State,9,-10.98,0
1998,Samford,14,-9.51,0
1998,San Diego State,13,-1.21,0
1998,San Diego,14,-1.15,0
1998,San Francisco,19,7.97,1
1998,San Jose State,3,-12.42,0
1998,Santa Clara,18,6.83,0
1998,Seton Hall,15,6.24,0
1998,Siena,17,0.3,0
1998,South Alabama,21,7.56,1
1998,South Carolina State,22,-5.68,1
1998,South Carolina,23,12.51,1
1998,South Florida,17,2.69,0
1998,Southeast Missouri State,14,-6.65,0
1998,Southeastern Louisiana,6,-18.74,0
1998,Southern California,9,2.13,0
1998,Southern Illinois,14,1.79,0
1998,Southern Methodist,18,5.63,0
1998,Southern Mississippi,22,8.93,0
1998,Southern Utah,7,-13.89,0
1998,Southern,14,-7.85,0
1998,St. Bonaventure,17,4.12,0
1998,St. Francis (NY),15,-5.54,0
1998,St. John's (NY),22,11.28,1
1998,Stanford,30,19,1
1998,Stephen F. Austin,10,-14.37,0
1998,Stetson,11,-12.3,0
1998,Syracuse,26,11.86,1
1998,Temple,21,12.5,1
1998,Tennessee-Martin,7,-16.71,0
1998,Tennessee State,13,-9.34,0
1998,Tennessee Tech,9,-18.5,0
1998,Tennessee,20,11.15,1
1998,Texas A&M,7,0.02,0
1998,Texas-Arlington,13,-11.37,0
1998,Texas Christian,27,22.13,1
1998,Texas-El Paso,12,0.51,0
1998,Texas-Rio Grande Valley,3,-18.48,0
1998,Texas-San Antonio,16,-5.94,0
1998,Texas Southern,15,-9.82,0
1998,Texas State,17,-5.68,0
1998,Texas Tech,13,4.05,0
1998,Texas,14,4.53,0
1998,Toledo,15,4.55,0
1998,Towson,8,-5.97,0
1998,Troy,7,-23.08,0
1998,Tulane,7,-3.42,0
1998,Tulsa,19,6.26,0
1998,UCLA,24,13.05,1
1998,Utah State,25,6.37,1
1998,Utah,30,17.06,1
1998,Valparaiso,23,1.75,1
1998,Vanderbilt,20,11.68,0
1998,Vermont,16,-2.66,0
1998,Villanova,12,6.75,0
1998,Virginia Commonwealth,9,-5.01,0
1998,VMI,14,-11.27,0
1998,Virginia Tech,10,3.23,0
1998,Virginia,11,6.04,0
1998,Wagner,13,-11.54,0
1998,Wake Forest,16,9.63,0
1998,Washington State,10,5.02,0
1998,Washington,20,10.32,1
1998,Weber State,14,-0.21,0
1998,West Virginia,24,16.24,1
1998,Western Carolina,12,-10.69,0
1998,Western Illinois,16,-8.14,0
1998,Western Kentucky,10,-5.29,0
1998,Western Michigan,21,10.29,1
1998,Wichita State,16,0.94,0
1998,William & Mary,20,3.31,0
1998,Winthrop,7,-20.04,0
1998,Wisconsin,12,7.18,0
1998,Wofford,9,-16.06,0
1998,Wright State,10,-4.35,0
1998,Wyoming,19,5.49,0
1998,Xavier,22,19.46,1
1998,Yale,12,-9.71,0
1998,Youngstown State,20,-1.92,0
1999,Air Force,10,-4,0
1999,Akron,18,5.15,0
1999,Alabama-Birmingham,20,8.87,1
1999,Alabama State,11,-15.31,0
1999,Alabama,17,5.73,0
1999,Alcorn State,23,-2.88,1
1999,American,7,-8.95,0
1999,Appalachian State,21,-0.48,0
1999,Arizona State,14,9.04,0
1999,Arizona,22,15.28,1
1999,Little Rock,12,-7.74,0
1999,Arkansas-Pine Bluff,3,-27.2,0
1999,Arkansas State,18,3.31,1
1999,Arkansas,23,12.83,1
1999,Army,8,-22.35,0
1999,Auburn,29,24.54,1
1999,Austin Peay,11,-7.86,0
1999,Ball State,16,1.57,0
1999,Baylor,6,-5.64,0
1999,Bethune-Cookman,11,-12.37,0
1999,Boise State,21,2.86,0
1999,Boston College,6,-1.22,0
1999,Boston University,9,-9.35,0
1999,Bowling Green State,18,6.89,0
1999,Bradley,17,6.82,0
1999,Brigham Young,12,2.65,0
1999,Brown,4,-18.99,0
1999,Bucknell,16,-5.3,0
1999,Buffalo,5,-15.04,0
1999,Butler,22,5.04,0
1999,Cal Poly,11,-7.06,0
1999,Cal State Fullerton,13,-7.99,0
1999,Cal State Northridge,17,0.79,0
1999,UC-Irvine,6,-8.42,0
1999,UC-Santa Barbara,15,-2.74,0
1999,University of California,22,11.94,0
1999,Campbell,9,-16.27,0
1999,Canisius,15,-7.03,0
1999,Centenary (LA),14,-10.73,0
1999,Central Connecticut State,19,-7.37,0
1999,Central Florida,19,-2.21,0
1999,Central Michigan,10,-3.1,0
1999,Charleston Southern,12,-14.36,0
1999,Charlotte,23,10.54,1
1999,Chattanooga,16,-4.25,0
1999,Chicago State,3,-21.53,0
1999,Cincinnati,27,19.95,1
1999,Citadel,9,-18.06,0
1999,Clemson,20,13.44,0
1999,Cleveland State,14,-1.73,0
1999,Coastal Carolina,7,-20.4,0
1999,Colgate,14,-8.07,0
1999,College of Charleston,28,6.02,1
1999,Colorado State,19,8.64,0
1999,Colorado,18,7.15,0
1999,Columbia,10,-14.5,0
1999,Connecticut,34,24.74,1
1999,Coppin State,15,-6.87,0
1999,Cornell,11,-9.69,0
1999,Creighton,22,12.24,1
1999,Dartmouth,14,-9.8,0
1999,Davidson,16,-1.47,0
1999,Dayton,11,5.21,0
1999,Delaware State,8,-20.1,0
1999,Delaware,25,1.64,1
1999,Denver,10,-10.06,0
1999,DePaul,18,9.07,0
1999,Detroit Mercy,25,8.12,1
1999,Drake,10,-1.89,0
1999,Drexel,20,-1.59,0
1999,Duke,37,34.8,1
1999,Duquesne,5,-7.59,0
1999,East Carolina,13,-3.53,0
1999,East Tennessee State,17,-6.63,0
1999,Eastern Illinois,13,-6.87,0
1999,Eastern Kentucky,3,-19.21,0
1999,Eastern Michigan,5,-5.72,0
1999,Eastern Washington,10,-5.28,0
1999,Evansville,23,5.89,1
1999,Fairfield,12,-4.67,0
1999,Fairleigh Dickinson,12,-8.47,0
1999,Florida A&M,12,-14.63,1
1999,Florida Atlantic,6,-15.96,0
1999,Florida International,13,0.85,0
1999,Florida State,13,8.71,0
1999,Florida,22,15.69,1
1999,Fordham,12,-1.59,0
1999,Fresno State,21,7.72,0
1999,Furman,12,-9.67,0
1999,George Mason,19,4.52,1
1999,George Washington,20,10.99,1
1999,Georgetown,15,8.21,0
1999,Georgia Southern,11,-11.53,0
1999,Georgia State,17,-4.4,0
1999,Georgia Tech,15,4.52,0
1999,Georgia,15,8.19,0
1999,Gonzaga,28,15.03,1
1999,Grambling,6,-20.33,0
1999,Green Bay,20,3.97,0
1999,Hampton,8,-14.37,0
1999,Hartford,11,-13.16,0
1999,Harvard,13,-7.94,0
1999,Hawaii,6,-3.23,0
1999,Hofstra,22,1.15,0
1999,Holy Cross,7,-17.37,0
1999,Houston,10,-2.56,0
1999,Howard,2,-25.67,0
1999,Idaho State,6,-11.35,0
1999,Idaho,16,0.13,0
1999,Illinois-Chicago,7,-6.88,0
1999,Illinois State,16,5.79,0
1999,Illinois,14,10.59,0
1999,Indiana State,15,7.94,0
1999,Indiana,23,17.21,1
1999,Iona,16,-1.93,0
1999,Iowa State,15,5.4,0
1999,Iowa,20,15.36,1
1999,IUPUI,11,-9.74,0
1999,Jackson State,16,-12.34,0
1999,Jacksonville State,8,-17.45,0
1999,Jacksonville,12,-11.92,0
1999,James Madison,16,0.94,0
1999,Kansas State,20,10.24,0
1999,Kansas,23,16.23,1
1999,Kent State,23,7.27,1
1999,Kentucky,28,22.63,1
1999,La Salle,13,-0.42,0
1999,Lafayette,22,-2.64,1
1999,Lamar,17,-6.06,0
1999,Lehigh,6,-19.97,0
1999,Liberty,4,-24.52,0
1999,Long Beach State,13,-4.96,0
1999,Long Island University,10,-11.57,0
1999,Louisiana,13,-1.45,0
1999,Louisiana-Monroe,13,-10.36,0
1999,Louisiana State,12,2.55,0
1999,Louisiana Tech,19,1.89,0
1999,Louisville,19,15.22,1
1999,Loyola (IL),9,-6.46,0
1999,Loyola Marymount,11,-5.21,0
1999,Loyola (MD),13,-4.6,0
1999,Maine,19,-1.73,0
1999,Manhattan,5,-13.45,0
1999,Marist,16,-3.99,0
1999,Marquette,14,5.04,0
1999,Marshall,16,4.77,0
1999,Maryland-Baltimore County,19,-4.35,0
1999,Maryland-Eastern Shore,10,-13.56,0
1999,Maryland,28,26.19,1
1999,Massachusetts,14,6.43,0
1999,McNeese State,13,-8.6,0
1999,Memphis,13,5.34,0
1999,Mercer,8,-17.44,0
1999,Miami (FL),23,16.78,1
1999,Miami (OH),24,11.67,1
1999,Michigan State,33,22.62,1
1999,Michigan,12,8.52,0
1999,Middle Tennessee,12,-8.81,0
1999,Milwaukee,8,-7,0
1999,Minnesota,17,13.53,1
1999,Mississippi State,20,8.04,0
1999,Mississippi Valley State,14,-13.82,0
1999,Mississippi,20,14.83,1
1999,Missouri-Kansas City,8,-8.48,0
1999,Missouri State,22,13.81,1
1999,Missouri,20,12.4,1
1999,Monmouth,5,-15.08,0
1999,Montana State,16,0.09,0
1999,Montana,13,-2.93,0
1999,Morehead State,13,-8.75,0
1999,Morgan State,14,-14.71,0
1999,Mount St. Mary's,15,-7.29,1
1999,Murray State,27,6.8,1
1999,Navy,20,-0.2,0
1999,Nebraska,20,7.55,0
1999,Nevada-Las Vegas,16,8.77,0
1999,Nevada,8,-9.75,0
1999,New Hampshire,4,-21.19,0
1999,New Mexico State,23,2.4,1
1999,New Mexico,25,7.96,1
1999,New Orleans,14,-4.63,0
1999,Niagara,17,-3.87,0
1999,Nicholls State,14,-8.59,0
1999,Norfolk State,15,-10.62,0
1999,North Carolina-Asheville,11,-13.25,0
1999,North Carolina A&T,13,-13.55,0
1999,North Carolina-Greensboro,7,-14.97,0
1999,North Carolina State,19,12.19,0
1999,North Carolina-Wilmington,11,-2,0
1999,North Carolina,24,16.77,1
1999,North Texas,4,-13.51,0
1999,Northeastern,10,-13.3,0
1999,Northern Arizona,21,5.2,0
1999,Northern Illinois,6,-6.85,0
1999,Northern Iowa,9,3.67,0
1999,Northwestern State,11,-13.03,0
1999,Northwestern,15,10.82,0
1999,Notre Dame,14,5.2,0
1999,Ohio State,27,19.02,1
1999,Ohio,18,9.18,0
1999,Oklahoma State,23,12.64,1
1999,Oklahoma,22,13.14,1
1999,Old Dominion,25,4.48,0
1999,Oral Roberts,17,0.42,0
1999,Oregon State,13,5.78,0
1999,Oregon,19,11.32,0
1999,Pacific,14,-3.42,0
1999,Penn State,13,11.17,0
1999,Pennsylvania,21,6.5,1
1999,Pepperdine,19,3.17,0
1999,Pittsburgh,14,4.06,0
1999,Portland State,17,-0.91,0
1999,Portland,9,-5.59,0
1999,Prairie View,6,-25.56,0
1999,Princeton,22,5.63,0
1999,Providence,16,8.3,0
1999,Purdue,21,13.22,1
1999,Quinnipiac,9,-17.32,0
1999,Radford,20,-6.41,0
1999,Rhode Island,20,9.52,1
1999,Rice,18,6.8,0
1999,Richmond,15,-2.34,0
1999,Rider,12,-3.89,0
1999,Robert Morris,15,-6.55,0
1999,Rutgers,19,12.3,0
1999,Sacramento State,3,-18.4,0
1999,Saint Francis (PA),9,-12.74,0
1999,Saint Joseph's,12,2.18,0
1999,Saint Louis,15,8.77,0
1999,Saint Mary's (CA),13,-2.48,0
1999,Saint Peter's,14,-6.35,0
1999,Sam Houston State,10,-13.1,0
1999,Samford,24,0.17,1
1999,San Diego State,4,-11.73,0
1999,San Diego,18,3.45,0
1999,San Francisco,12,-2.93,0
1999,San Jose State,12,0.07,0
1999,Santa Clara,14,-1.69,0
1999,Seton Hall,15,9.42,0
1999,Siena,25,2.07,1
1999,South Alabama,11,-4.25,0
1999,South Carolina State,17,-11.75,0
1999,South Carolina,8,0.57,0
1999,South Florida,14,7.93,0
1999,Southeast Missouri State,20,0.99,0
1999,Southeastern Louisiana,6,-22.23,0
1999,Southern California,15,11.27,0
1999,Southern Illinois,15,7.32,0
1999,Southern Methodist,15,2.05,0
1999,Southern Mississippi,14,4.16,0
1999,Southern Utah,13,-7.62,0
1999,Southern,21,-7.21,0
1999,St. Bonaventure,14,0.97,0
1999,St. Francis (NY),20,-3.61,0
1999,St. John's (NY),28,22.71,1
1999,Stanford,26,22.21,1
1999,Stephen F. Austin,4,-16.81,0
1999,Stetson,14,-8.2,0
1999,Syracuse,21,15.86,1
1999,Temple,24,17.05,1
1999,Tennessee-Martin,8,-14,0
1999,Tennessee State,12,-10.33,0
1999,Tennessee Tech,12,-10.09,0
1999,Tennessee,21,14.08,1
1999,Texas A&M,12,-0.85,0
1999,Texas-Arlington,10,-11.47,0
1999,Texas Christian,21,10,0
1999,Texas-El Paso,16,4.42,0
1999,Texas-Rio Grande Valley,5,-8.08,0
1999,Texas-San Antonio,18,-6.47,1
1999,Texas Southern,8,-17.98,0
1999,Texas State,19,-3.12,0
1999,Texas Tech,13,-0.34,0
1999,Texas,19,10.32,1
1999,Toledo,19,8.45,0
1999,Towson,6,-14.9,0
1999,Troy,9,-16.31,0
1999,Tulane,12,1.75,0
1999,Tulsa,23,10.72,1
1999,UCLA,22,15.26,1
1999,Utah State,15,0.21,0
1999,Utah,28,17.97,1
1999,Valparaiso,23,4.4,1
1999,Vanderbilt,14,5.78,0
1999,Vermont,11,-10.6,0
1999,Villanova,21,12.02,1
1999,Virginia Commonwealth,15,-2.07,0
1999,VMI,12,-13.96,0
1999,Virginia Tech,13,0.71,0
1999,Virginia,14,7,0
1999,Wagner,9,-12.08,0
1999,Wake Forest,17,9.81,0
1999,Washington State,10,2.95,0
1999,Washington,17,11.62,1
1999,Weber State,25,5.31,1
1999,West Virginia,10,2.98,0
1999,Western Carolina,8,-21.99,0
1999,Western Illinois,16,-3.75,0
1999,Western Kentucky,13,-1.39,0
1999,Western Michigan,11,-1.02,0
1999,Wichita State,13,1.48,0
1999,William & Mary,8,-10.44,0
1999,Winthrop,21,-6.67,1
1999,Wisconsin,22,17.28,1
1999,Wofford,11,-9.9,0
1999,Wright State,9,-5.36,0
1999,Wyoming,18,7.05,0
1999,Xavier,25,12.95,0
1999,Yale,4,-17.87,0
1999,Youngstown State,14,-2.94,0
2000,Air Force,8,-5.07,0
2000,Akron,17,3.44,0
2000,Alabama A&M,18,-12.27,0
2000,Alabama-Birmingham,14,3.41,0
2000,Alabama State,13,-16.56,0
2000,Alabama,13,7.44,0
2000,Albany (NY),11,-15.51,0
2000,Alcorn State,19,-9.9,0
2000,American,11,-6.13,0
2000,Appalachian State,23,2.49,1
2000,Arizona State,19,12.11,0
2000,Arizona,27,18.97,1
2000,Little Rock,4,-12.17,0
2000,Arkansas-Pine Bluff,6,-24.29,0
2000,Arkansas State,10,-4.73,0
2000,Arkansas,19,12.37,1
2000,Army,5,-19.89,0
2000,Auburn,24,13.59,1
2000,Austin Peay,18,0.95,0
2000,Ball State,22,7.84,1
2000,Baylor,14,2.2,0
2000,Belmont,7,-10.98,0
2000,Bethune-Cookman,14,-8.85,0
2000,Boise State,12,0.54,0
2000,Boston College,11,4.21,0
2000,Boston University,7,-14.27,0
2000,Bowling Green State,22,3.34,0
